segment,stockcode,description,total_quantity,total_revenue,total_orders,unique_customers
At Risk,20942,SET/6 GINGERBREAD TREE T-LIGHTS,2,2.5,1,1
At Risk,20943,SET/6 GINGERBREAD STAR T-LIGHTS,58,72.5,10,10
At Risk,20950,SET/6  ANGEL T-LIGHTS WHITE/GOLD,99,48.22,15,11
At Risk,20952,PORCELAIN CHERUB BELL SMALL,3,1.26,2,2
At Risk,20956,PORCELAIN T-LIGHT HOLDERS ASSORTED,195,243.75,11,9
At Risk,20957,PORCELAIN HANGING BELL SMALL,2,2.9,1,1
At Risk,20958,PORCELAIN HANGING BELL LARGE,2,3.9,2,2
At Risk,20960,WATERMELON BATH SPONGE,127,158.75,11,11
At Risk,20961,STRAWBERRY BATH SPONGE ,150,187.5,22,15
At Risk,20963,APPLE BATH SPONGE,146,182.5,23,16
At Risk,20966,SANDWICH BATH SPONGE,186,232.5,26,22
At Risk,20967,GREY FLORAL FELTCRAFT SHOULDER BAG,166,622.5,30,23
At Risk,20969,RED FLORAL FELTCRAFT SHOULDER BAG,309,1105.47,43,32
At Risk,20970,PINK FLORAL FELTCRAFT SHOULDER BAG,303,1070.01,34,27
At Risk,20971,PINK BLUE FELT CRAFT TRINKET BOX,1559,1784.59,76,52
At Risk,20972,PINK CREAM FELT CRAFT TRINKET BOX ,1532,1832.92,91,65
At Risk,20973,12 PENCIL SMALL TUBE WOODLAND,253,162.05,15,14
At Risk,20974,12 PENCILS SMALL TUBE SKULL,598,383.9,45,32
At Risk,20975,12 PENCILS SMALL TUBE RED RETROSPOT,267,173.55,15,14
At Risk,20975,12 PENCILS SMALL TUBE RED SPOTTY,790,513.5,44,32
At Risk,20976,12 PENCILS SMALL TUBE POSY,26,16.9,4,4
At Risk,20977,36 PENCILS TUBE WOODLAND,312,386.96,29,22
At Risk,20978,36 PENCILS TUBE SKULLS,294,358.38,27,21
At Risk,20979,36 PENCILS TUBE RED RETROSPOT,156,195.0,14,14
At Risk,20979,36 PENCILS TUBE RED SPOTTY,207,255.71,17,16
At Risk,20980,36 PENCILS TUBE POSY,12,15.0,1,1
At Risk,20981,12 PENCILS TALL TUBE WOODLAND,652,504.28000000000003,36,28
At Risk,20982,12 PENCILS TALL TUBE SKULLS,587,494.27,50,35
At Risk,20983,12 PENCILS TALL TUBE RED RETROSPOT,196,166.6,11,11
At Risk,20983,12 PENCILS TALL TUBE RED SPOTTY,282,239.7,23,19
At Risk,20984,12 PENCILS TALL TUBE POSY,341,99.76999999999998,9,8
At Risk,20985,HEART CALCULATOR,232,290.0,20,16
At Risk,20986,BLUE CALCULATOR RULER,47,58.75,9,5
At Risk,20988,TRELLIS FLOWER CHOPSTICKS SET/5,6,11.7,2,2
At Risk,20989,URBAN CHIC CHOPSTICKS SET/5,13,25.349999999999998,4,4
At Risk,20990,SPRING FLOWER CHOPSTICKS SET/5,148,258.59999999999997,12,12
At Risk,20991,JAZZ HEARTS MAGNETIC MEMO PAD,6936,771.6,3,3
At Risk,20992,JAZZ HEARTS PURSE NOTEBOOK,97,82.45,21,16
At Risk,20993,JAZZ HEARTS MEMO PAD,9615,998.6700000000001,5,4
At Risk,20994,JAZZ HEARTS SPIRAL NOTEPAD,6,5.1,1,1
At Risk,20996,JAZZ HEARTS ADDRESS BOOK,1167,382.14000000000004,14,9
At Risk,20997,ROSE DU SUD CUSHION COVER ,12,59.400000000000006,3,3
At Risk,20998,ROSE DU SUD OVEN GLOVE,5,14.750000000000002,2,2
At Risk,21000,ROSE DU SUD COSMETICS BAG,18,76.5,4,4
At Risk,21001,ROSE DU SUD WASHBAG ,6,35.7,3,3
At Risk,21002,ROSE DU SUD DRAWSTRING BAG,5,21.25,2,2
At Risk,21004,ROSE DU SUD CHILDRENS APRON,3,12.75,1,1
At Risk,21004,ROSE DU SUD CHILDS APRON,6,25.5,2,2
At Risk,21007,ETCHED GLASS DROPLET DECORATION,122,74.17999999999999,6,6
At Risk,21009,ETCHED GLASS STAR TREE DECORATION,113,141.25,12,12
At Risk,21010,ETCHED GLASS BIRD TREE DECORATION,106,132.5,10,10
At Risk,21011,GLITTER SNOW PEAR TREE DECORATION,386,251.54,17,16
At Risk,21012,ANTIQUE ALL GLASS CANDLESTICK,27,56.7,4,4
At Risk,21014,SWISS CHALET TREE DECORATION ,175,128.10999999999999,8,8
At Risk,21015,DARK BIRD HOUSE TREE DECORATION,1,0.85,1,1
At Risk,21016,LIGHT BIRD HOUSE TREE DECORATION,131,90.71,7,7
At Risk,21017,RED BIRD HOUSE TREE DECORATION,70,38.86,4,4
At Risk,21018,BIRD BOX CHRISTMAS TREE DECORATION,14,11.9,2,2
At Risk,21025,SPACE FROG,31,38.75,3,3
At Risk,21026,SPACE OWL,37,46.25,7,7
At Risk,21027,NINJA RABBIT PINK,25,31.25,6,6
At Risk,21028,NINJA RABBIT BLACK,1,1.25,1,1
At Risk,21030,SPACE CADET RED,17,19.35,4,4
At Risk,21031,SPACE CADET BLACK,47,56.85,8,7
At Risk,21032,SPACE CADET WHITE,58,70.6,7,6
At Risk,21033,JUMBO BAG CHARLIE AND LOLA TOYS,164,470.23,20,18
At Risk,21034,REX CASH+CARRY JUMBO SHOPPER,351,333.45,170,85
At Risk,21035,SET/2 RED RETROSPOT TEA TOWELS ,69,207.15000000000003,15,15
At Risk,21035,SET/2 RED SPOTTY TEA TOWELS ,320,941.6000000000001,52,37
At Risk,21036,SET/2 TEA TOWELS MODERN VINTAGE,1,2.55,1,1
At Risk,21038,SET/4 MODERN VINTAGE COTTON NAPKINS,1,2.95,1,1
At Risk,21039,RED RETROSPOT SHOPPING BAG,18,45.900000000000006,3,3
At Risk,21039,RED SPOTTY SHOPPING BAG,75,188.55,13,13
At Risk,21040,MODERN VINTAGE COTTON SHOPPING BAG,9,22.95,2,2
At Risk,21041,RED RETROSPOT OVEN GLOVE DOUBLE,95,280.25000000000006,19,15
At Risk,21041,RED SPOTTY OVEN GLOVE DOUBLE,169,498.55000000000007,32,20
At Risk,21042,RED RETROSPOT APRON ,34,202.3,10,10
At Risk,21042,RED SPOTTY APRON ,133,709.45,25,22
At Risk,21043,APRON MODERN VINTAGE COTTON,72,176.4,8,8
At Risk,21051,RIBBONS PURSE ,144,263.04,14,10
At Risk,21054,NURSE'S BAG SOFT TOY,31,277.45,17,16
At Risk,21055,TOOL BOX SOFT TOY ,24,214.79999999999998,11,11
At Risk,21056,DOCTOR'S BAG SOFT TOY,30,268.5,15,15
At Risk,21058,PARTY INVITES WOODLAND,125,101.57,11,9
At Risk,21059,PARTY INVITES DINOSAURS,140,114.32,16,14
At Risk,21060,PARTY INVITES BALLOON GIRL,93,74.37,9,7
At Risk,21061,PARTY INVITES FOOTBALL,68,50.0,9,5
At Risk,21062,PARTY INVITES SPACEMAN,89,74.08999999999999,9,9
At Risk,21063,PARTY INVITES JAZZ HEARTS,113,91.37,15,13
At Risk,21064,BOOM BOX SPEAKER BOYS,10,59.5,7,6
At Risk,21065,BOOM BOX SPEAKER GIRLS,14,83.3,8,5
At Risk,21066,VINTAGE RED MUG,199,92.15,10,8
At Risk,21067,VINTAGE RED TEATIME MUG,426,302.82,28,24
At Risk,21068,VINTAGE BILLBOARD LOVE/HATE MUG,547,609.65,55,16
At Risk,21069,VINTAGE BILLBOARD TEA MUG,188,232.72,22,18
At Risk,21070,VINTAGE BILLBOARD MUG ,93,116.25,11,9
At Risk,21071,VINTAGE BILLBOARD DRINK ME MUG,775,861.59,80,20
At Risk,21076,SET/20 COLLAGE PAPER NAPKIN ,86,73.1,14,12
At Risk,21077,SET/20 WOODLAND PAPER NAPKINS ,940,637.72,28,14
At Risk,21078,SET/20 STRAWBERRY PAPER NAPKINS ,610,465.7,44,37
At Risk,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,382,312.21999999999997,42,39
At Risk,21080,SET/20 RED SPOTTY PAPER NAPKINS ,3643,2592.55,124,93
At Risk,21082,SET/20 FRUIT SALAD PAPER NAPKINS ,213,160.89,20,18
At Risk,21084,SET/6 COLLAGE PAPER CUPS,120,58.68000000000001,9,8
At Risk,21085,SET/6 WOODLAND PAPER CUPS,12860,1349.8,11,8
At Risk,21086,SET/6 RED SPOTTY PAPER CUPS,2524,1453.4,51,37
At Risk,21087,SET/6 POSIES PAPER CUPS,13,8.45,3,2
At Risk,21088,SET/6 FRUIT SALAD PAPER CUPS,34,19.34,4,4
At Risk,21089,SET/6 GREEN SPRING PAPER CUPS,19,6.83,3,3
At Risk,21090,SET/6 COLLAGE PAPER PLATES,86,73.1,9,7
At Risk,21091,SET/6 WOODLAND PAPER PLATES,13005,1334.25,5,5
At Risk,21092,SET/6 STRAWBERRY PAPER PLATES,12507,1270.95,4,4
At Risk,21094,SET/6 RED SPOTTY PAPER PLATES,2775,1895.07,51,38
At Risk,21095,SET/6 POSIES PAPER PLATES,17,14.45,4,3
At Risk,21096,SET/6 FRUIT SALAD  PAPER PLATES,29,21.89,4,4
At Risk,21097,SET/6 GREEN SPRING  PAPER PLATE,3,2.55,1,1
At Risk,21098,CHRISTMAS TOILET ROLL,580,683.96,41,29
At Risk,21099,SET/6 STRAWBERRY PAPER CUPS,12988,1314.2,4,4
At Risk,21100,CHARLIE AND LOLA CHARLOTTE BAG,299,433.35,21,20
At Risk,21102,"CANDLE IN JAR COLLAGE , VANILLA",32,81.6,8,6
At Risk,21106,CREAM SLICE FLANNEL CHOCOLATE SPOT ,87,247.05000000000004,21,18
At Risk,21107,CREAM SLICE FLANNEL PINK SPOT ,153,441.75000000000006,30,25
At Risk,21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,6784,14456.100000000002,53,44
At Risk,21109,LARGE CAKE TOWEL CHOCOLATE SPOTS,51,113.85,4,4
At Risk,21109,"LARGE CAKE TOWEL, CHOCOLATE SPOTS",54,359.7,21,19
At Risk,21110,LARGE CAKE TOWEL PINK SPOTS,136,778.8,40,31
At Risk,21111,"SWISS ROLL TOWEL, CHOCOLATE  SPOTS",102,284.1,20,18
At Risk,21112,"SWISS ROLL TOWEL, PINK  SPOTS",74,213.50000000000003,15,14
At Risk,21114,LAVENDER SCENTED FABRIC HEART,677,838.65,59,48
At Risk,21115,ROSE CARAVAN DOORSTOP,119,790.45,44,40
At Risk,21116,OWL DOORSTOP,140,644.0,27,23
At Risk,21118,SHOPPING BAG DOORSTOP,2,11.5,1,1
At Risk,21121,SET/10 RED POLKADOT PARTY CANDLES,232,290.0,15,14
At Risk,21121,SET/10 RED SPOTTY PARTY CANDLES,573,698.01,52,37
At Risk,21122,SET/10 PINK POLKADOT PARTY CANDLES,197,246.25,17,16
At Risk,21122,SET/10 PINK SPOTTY PARTY CANDLES,667,820.07,50,38
At Risk,21123,SET/10 IVORY POLKADOT PARTY CANDLES,28,35.0,4,4
At Risk,21123,SET/10 IVORY SPOTTY PARTY CANDLES,176,210.88,12,8
At Risk,21124,SET/10 BLUE POLKADOT PARTY CANDLES,181,226.25,13,12
At Risk,21124,SET/10 BLUE SPOTTY PARTY CANDLES,682,834.26,51,41
At Risk,21125,SET 6 FOOTBALL CELEBRATION CANDLES,248,259.12,24,21
At Risk,21126,SET OF 6 GIRLS CELEBRATION CANDLES,268,284.12,29,25
At Risk,21127,COLOURFUL FISHING GNOME,4,23.8,3,3
At Risk,21128,GOLD FISHING GNOME,8,15.6,1,1
At Risk,21129,SILVER FISHING GNOME ,12,43.4,3,2
At Risk,21130,COLOURFUL STANDING GNOME,8,27.6,2,2
At Risk,21131,GOLD STANDING GNOME,12,51.0,1,1
At Risk,21132,SILVER STANDING GNOME   ,12,51.0,1,1
At Risk,21133,PAINTED BIRD ASSORTED CHRISTMAS,91,153.79000000000002,7,6
At Risk,21134,VICTORIAN METAL POSTCARD CHRISTMAS,17,28.05,4,4
At Risk,21135,VICTORIAN  METAL POSTCARD SPRING,388,655.72,34,25
At Risk,21136,PAINTED METAL PEARS ASSORTED,1208,1995.44,90,55
At Risk,21137,BLACK RECORD COVER FRAME,533,1825.95,19,13
At Risk,21143,ANTIQUE GLASS HEART DECORATION ,336,626.4,18,15
At Risk,21144,PINK POODLE HANGING DECORATION ,60,35.64,4,4
At Risk,21145,ANTIQUE GLASS PLACE SETTING,12,15.0,1,1
At Risk,21146,ANTIQUE GLASS RIDGED HANGING BALL,84,163.79999999999998,6,6
At Risk,21147,JINGLE BELLS TREE DECORATION,46,96.60000000000001,6,6
At Risk,21153,RED SPOTTY TABLECLOTH ,36,383.40000000000003,19,16
At Risk,21154,RED RETROSPOT OVEN GLOVE ,86,107.5,13,13
At Risk,21154,RED SPOTTY OVEN GLOVE ,201,251.25,29,26
At Risk,21155,RED RETROSPOT PEG BAG,182,394.35,22,19
At Risk,21155,RED SPOTTY PEG BAG,872,1629.48,94,39
At Risk,21156,RED SPOTTY CHILDS APRON,350,665.1,46,43
At Risk,21156,RETROSPOT CHILDRENS APRON,1830,3072.8999999999996,47,24
At Risk,21157,RED RETROSPOT WASHBAG,6,12.600000000000001,2,2
At Risk,21157,RED SPOTTY WASHBAG,177,371.7,29,11
At Risk,21158,MOODY GIRL DOOR HANGER ,78,87.42,13,12
At Risk,21159,MOODY BOY  DOOR HANGER ,65,68.57,12,10
At Risk,21160,KEEP OUT GIRLS DOOR HANGER ,41,33.769999999999996,5,5
At Risk,21161,KEEP OUT BOYS DOOR HANGER ,66,67.61999999999999,12,11
At Risk,21162,TOXIC AREA  DOOR HANGER ,65,66.16999999999999,14,14
At Risk,21163,DO NOT TOUCH MY STUFF DOOR HANGER ,66,90.89999999999999,10,9
At Risk,21164,HOME SWEET HOME METAL SIGN ,488,1389.2,74,54
At Risk,21165,BEWARE OF THE CAT METAL SIGN ,671,1085.03,87,42
At Risk,21166,COOK WITH WINE METAL SIGN ,960,1789.8799999999999,117,61
At Risk,21167,WHITE SAGE INCENSE,225,47.25,8,4
At Risk,21169,YOU'RE CONFUSING ME METAL SIGN ,356,549.8,54,24
At Risk,21171,BATHROOM METAL SIGN ,362,486.5,46,23
At Risk,21172,PARTY METAL SIGN ,794,1093.7,85,45
At Risk,21173,LOO ROLL  METAL SIGN ,31,48.75,9,7
At Risk,21174,POTTERING IN THE SHED METAL SIGN,766,1446.7199999999998,81,53
At Risk,21175,GIN + TONIC DIET METAL SIGN,5058,9289.65,125,72
At Risk,21179,NO JUNK MAIL METAL SIGN,335,346.99,31,27
At Risk,21181,PLEASE ONE PERSON  METAL SIGN,163,330.3,24,23
At Risk,21181,PLEASE ONE PERSON METAL SIGN,1268,2548.8,115,72
At Risk,21185, HOME SWEET HOME  BLACKBOARD,13,82.55000000000001,5,5
At Risk,21185,HOME SWEET HOME  BLACKBOARD,2,12.7,2,2
At Risk,21186,WHITE DOVE HONEYCOMB PAPER GARLAND,480,744.0,34,26
At Risk,21187,WHITE BELL HONEYCOMB PAPER GARLAND ,158,241.5,12,10
At Risk,21188,3D HEARTS  HONEYCOMB PAPER GARLAND,152,448.40000000000003,16,14
At Risk,21189,WHITE HONEYCOMB PAPER GARLAND ,31,51.15,7,6
At Risk,21190,PINK HEARTS PAPER GARLAND,146,240.9,18,13
At Risk,21191,LARGE WHITE HONEYCOMB PAPER BELL  ,91,171.42000000000002,10,9
At Risk,21192,WHITE BELL HONEYCOMB PAPER ,164,261.0,13,12
At Risk,21193,WHITE HONEYCOMB PAPER FAN ,6,12.600000000000001,3,3
At Risk,21194,PINK  HONEYCOMB PAPER FAN,5,10.5,2,2
At Risk,21195,PINK  HONEYCOMB PAPER BALL ,42,88.2,6,5
At Risk,21196,ROUND WHITE CONFETTI IN TUBE,13,21.45,2,2
At Risk,21197,MULTICOLOUR  CONFETTI IN TUBE,27,44.55,3,3
At Risk,21198,WHITE HEART CONFETTI IN TUBE,119,137.31,8,8
At Risk,21199,PINK  HEART CONFETTI IN TUBE,107,176.55,18,18
At Risk,21200,MULTICOLOUR HONEYCOMB PAPER GARLAND,125,158.25,8,8
At Risk,21201,TROPICAL  HONEYCOMB PAPER GARLAND ,480,1051.2,21,12
At Risk,21202,DOLLY HONEYCOMB GARLAND,127,190.35,8,6
At Risk,21203,BUTTERFLIES  HONEYCOMB GARLAND,257,395.25,16,12
At Risk,21204,DAISIES  HONEYCOMB GARLAND ,208,309.59999999999997,13,7
At Risk,21205,MULTICOLOUR 3D BALLS GARLAND,43,109.65,9,8
At Risk,21206,STRAWBERRY HONEYCOMB  GARLAND ,206,272.7,12,9
At Risk,21207,SKULL AND CROSSBONES  GARLAND ,977,1447.25,27,19
At Risk,21208,PASTEL COLOUR HONEYCOMB FAN,38,62.7,3,3
At Risk,21209,MULTICOLOUR HONEYCOMB FAN,84,90.60000000000001,3,3
At Risk,21210,SET OF 72 RETRO SPOT PAPER  DOILIES,975,1382.55,60,45
At Risk,21210,SET OF 72 RETROSPOT PAPER  DOILIES,153,221.85,24,19
At Risk,21211,SET OF 72 SKULL PAPER  DOILIES,105,152.25,14,14
At Risk,21212,PACK OF 72 RETRO SPOT CAKE CASES,3817,1958.95,142,91
At Risk,21212,PACK OF 72 RETROSPOT CAKE CASES,1673,826.55,70,58
At Risk,21213,PACK OF 72 SKULL CAKE CASES,1792,970.0,102,62
At Risk,21214,SET OF 72 IVORY PAPER DOILIES,150,217.5,13,13
At Risk,21215, IVORY PAPER CUP CAKE CASES ,25,13.75,2,2
At Risk,21215,IVORY PAPER CUP CAKE CASES ,181,99.55,10,9
At Risk,21216,"SET 3 RED SPOT TIN TEA,COFFEE,SUGAR",172,834.6,47,29
At Risk,21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",74,366.3,20,13
At Risk,21217,RED RETROSPOT ROUND CAKE TINS,63,626.8499999999999,23,17
At Risk,21217,RED SPOTTY ROUND CAKE TINS,211,2003.45,61,43
At Risk,21218,RED SPOTTY BISCUIT TIN,466,1663.5,86,46
At Risk,21219,SET/4 BADGES BALLOON GIRL,66,80.6,8,7
At Risk,21220,SET/4 BADGES DOGS,70,87.5,10,10
At Risk,21221,SET/4 BADGES CUTE CREATURES,46,57.5,6,5
At Risk,21222,SET/4 BADGES BEETLES,71,88.75,11,10
At Risk,21223,SET/4 BADGES WOODLAND ANIMAL,50,62.5,6,6
At Risk,21224,SET/4 SKULL BADGES,245,302.45,18,13
At Risk,21226,POCKET MIRROR WOODLAND,23,28.75,3,3
At Risk,21228,"POCKET MIRROR ""GLAMOROUS""",8,10.0,3,3
At Risk,21231,SWEETHEART CERAMIC TRINKET BOX,2809,3244.4900000000002,146,81
At Risk,21232,STRAWBERRY CERAMIC TRINKET BOX,5777,6605.650000000001,268,121
At Risk,21238,RED RETROSPOT CUP,182,142.22,10,10
At Risk,21238,RED SPOTTY CUP,359,292.67,32,27
At Risk,21239,PINK  POLKADOT CUP,77,65.45,8,8
At Risk,21239,PINK  SPOTTY CUP,192,150.72,17,15
At Risk,21240,BLUE  SPOTTY CUP,231,183.87,23,20
At Risk,21240,BLUE POLKADOT CUP,90,76.5,8,8
At Risk,21241,GREEN POLKADOT CUP,8,6.8,1,1
At Risk,21241,GREEN SPOTTY CUP,207,163.47,13,12
At Risk,21242,RED RETROSPOT PLATE ,71,119.99,12,11
At Risk,21242,RED SPOTTY PLATE ,188,317.72,21,18
At Risk,21243,PINK  POLKADOT PLATE ,31,52.39,5,5
At Risk,21243,PINK  SPOTTY PLATE ,95,160.55,12,9
At Risk,21244,BLUE  SPOTTY PLATE ,136,229.84,15,13
At Risk,21244,BLUE POLKADOT PLATE ,29,49.01,4,4
At Risk,21245,GREEN  SPOTTY PLATE ,117,197.73,9,7
At Risk,21245,GREEN POLKADOT PLATE ,24,40.56,3,3
At Risk,21246,RED RETROSPOT BIG BOWL,25,123.75000000000001,5,5
At Risk,21246,RED SPOTTY BIG BOWL,73,361.35,15,12
At Risk,21247,SET OF RED SALAD SERVERS ,63,93.86999999999999,11,9
At Risk,21248,DOOR HANGER  MUM + DADS ROOM,83,113.15,9,7
At Risk,21249,WOODLAND  HEIGHT CHART STICKERS ,129,361.35,21,18
At Risk,21250,SET OF SKULL WALL STICKERS,28,77.8,5,4
At Risk,21251,DINOSAUR HEIGHT CHART STICKER SET,49,142.15000000000003,10,10
At Risk,21252,SET OF MEADOW  FLOWER STICKERS,8,23.6,3,3
At Risk,21253,SET OF PICTURE FRAME  STICKERS,11,32.45,4,4
At Risk,21255,"FRENCH BOTTLE , LAVENDER",101,166.65,15,15
At Risk,21256,"FRENCH BOTTLE, BRASSERIE DES ARTIST",56,92.4,10,10
At Risk,21257,VICTORIAN SEWING BOX MEDIUM,75,594.25,39,33
At Risk,21258,VICTORIAN SEWING BOX LARGE,323,3628.6499999999996,45,31
At Risk,21259,VICTORIAN SEWING BOX SMALL ,150,868.5,48,38
At Risk,21260,FIRST AID TIN,253,774.25,40,37
At Risk,21261,GREEN GOOSE FEATHER CHRISTMAS TREE ,13,52.35000000000001,2,2
At Risk,21262,WHITE GOOSE FEATHER CHRISTMAS TREE ,72,212.40000000000003,8,7
At Risk,21263,GREEN GOOSE FEATHER TREE 60CM,12,23.4,1,1
At Risk,21264,WHITE GOOSE FEATHER TREE 60CM ,24,46.8,2,2
At Risk,21265,PINK GOOSE FEATHER TREE 60CM,26,66.69999999999999,4,4
At Risk,21268,VINTAGE BLUE TINSEL REEL,39,58.38,5,5
At Risk,21269,ANTIQUE CREAM CUTLERY SHELF ,3,25.5,2,2
At Risk,21270,ANTIQUE CREAM CUTLERY CUPBOARD,1,12.75,1,1
At Risk,21272,SALLE DE BAIN HOOK,212,265.0,22,22
At Risk,21274,EMBOSSED HEART 3 DRAWER SHELF,16,204.0,12,10
At Risk,21275,ZINC TOP  2 DOOR WOODEN SHELF ,56,317.2,9,9
At Risk,21276,TWO EMBOSSED HEART MINI DRAWERS,101,221.95,6,5
At Risk,21277,FRENCH STYLE EMBOSSED HEART CABINET,9,197.54999999999998,8,7
At Risk,21278,VINTAGE KITCHEN PRINT PUDDINGS,37,94.35,11,10
At Risk,21279,VINTAGE KITCHEN PRINT FRUITS,25,63.75,9,8
At Risk,21280,VINTAGE KITCHEN PRINT VEGETABLES,22,56.1,8,7
At Risk,21281,VINTAGE KITCHEN PRINT SEAFOOD,22,56.1,7,6
At Risk,21282,NATURAL BARK CANDLE LARGE,52,209.0,9,8
At Risk,21283,NATURAL BARK CANDLE SMALL,38,120.5,11,10
At Risk,21284,RETRO SPOT CANDLE  SMALL,53,86.69,5,5
At Risk,21284,RETROSPOT CANDLE  SMALL,120,80.88,6,6
At Risk,21285,RETRO SPOT CANDLE  MEDIUM,12,22.200000000000003,1,1
At Risk,21285,RETROSPOT CANDLE  MEDIUM,48,66.0,3,3
At Risk,21286,RETRO SPOT CANDLE  LARGE,24,61.2,2,2
At Risk,21286,RETROSPOT CANDLE  LARGE,72,61.199999999999996,3,3
At Risk,21287,SCENTED VELVET LOUNGE CANDLE ,204,129.72,5,5
At Risk,21288,STRIPEY CHOCOLATE NESTING BOXES,87,170.25,11,10
At Risk,21289,LARGE STRIPES CHOCOLATE GIFT BAG,144,135.2,7,6
At Risk,21291,SMALL POLKADOT CHOCOLATE GIFT BAG ,80,68.0,5,5
At Risk,21291,SMALL SPOTTY CHOCOLATE GIFT BAG ,245,198.17,17,12
At Risk,21292,SMALL STRIPES CHOCOLATE GIFT BAG ,321,163.89,13,11
At Risk,21293,MIRRORED DOVE WALL DECORATION,28,58.800000000000004,7,4
At Risk,21294,ETCHED GLASS COASTER,79,50.589999999999996,6,6
At Risk,21298,EDWARDIAN 2 DRAWER WALL CABINET ,9,137.95,3,3
At Risk,21299,EDWARDIAN TOILET ROLL UNIT ,33,156.75,6,6
At Risk,21300,ANTIQUE EDWARDIAN DRESSER,14,178.5,4,4
At Risk,21303,FILIGREE WALL MIRROR  ANTIQUE WHITE,18,184.1,6,5
At Risk,21304,ARCHED GREY MIRROR,7,89.25,5,5
At Risk,21306,SET/4 DAISY MIRROR MAGNETS,6,12.600000000000001,2,2
At Risk,21307,SET/4 BUTTERFLY MIRROR MAGNETS,33,69.3,12,6
At Risk,21309,LOUVRE CHALKBOARD,1,9.95,1,1
At Risk,21311,SET/4 BIRD MIRROR MAGNETS ,18,37.800000000000004,7,5
At Risk,21312,LARGE CHUNKY GLASS ROMAN BOWL,18,44.7,3,3
At Risk,21313,GLASS HEART T-LIGHT HOLDER ,215,182.75,20,18
At Risk,21314,SMALL GLASS HEART TRINKET POT,544,1142.4,75,51
At Risk,21316,SMALL CHUNKY GLASS ROMAN  BOWL,64,71.2,3,3
At Risk,21317,GLASS SPHERE CANDLE STAND MEDIUM,12,65.4,6,6
At Risk,21318,GLASS CHALICE BLUE SMALL ,97,69.33,8,7
At Risk,21319,GLASS CHALICE GREEN  SMALL ,18,29.7,4,3
At Risk,21320,GLASS CHALICE GREEN  LARGE ,12,30.6,2,2
At Risk,21321,GLASS CHALICE BLUE  LARGE ,2,5.1,1,1
At Risk,21323,HANGING MEDINA LANTERN LARGE,62,248.5,13,12
At Risk,21324,HANGING MEDINA LANTERN SMALL,55,159.85000000000002,11,11
At Risk,21326,AGED GLASS SILVER T-LIGHT HOLDER,633,409.05,34,27
At Risk,21327,SKULLS WRITING SET ,243,398.55,39,33
At Risk,21328,BALLOONS  WRITING SET ,212,349.8,38,30
At Risk,21329,DINOSAURS  WRITING SET ,193,318.45,32,29
At Risk,21330,WOODLAND ANIMAL  WRITING SET ,166,273.9,20,17
At Risk,21331,MOROCCAN BEATEN METAL DISH LARGE,4,46.74,3,3
At Risk,21332,MOROCCAN BEATEN METAL MIRROR,49,202.35000000000002,4,4
At Risk,21333,CLASSIC WHITE FRAME,216,632.4000000000001,39,36
At Risk,21335,LIBRARY LAMP,6,131.7,4,4
At Risk,21336,GOLD WASHBAG,13,38.35000000000001,3,3
At Risk,21337,SILVER WASHBAG,7,20.650000000000002,2,2
At Risk,21338,MARAKESH LANTERN SMALL ,3,17.85,1,1
At Risk,21339,MARAKESH LANTERN LARGE,4,67.8,1,1
At Risk,21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,56,669.2,19,16
At Risk,21341,KASBAH LANTERN WITH GLASS ,32,139.2,4,4
At Risk,21343,GOLD JEWELERY BOX,12,47.400000000000006,1,1
At Risk,21344,MOROCCAN BEATEN METAL DISH,3,29.849999999999998,2,2
At Risk,21347,GOTHIC CARRIAGE LANTERN,6,35.7,2,2
At Risk,21348,PINK SPOTS CHOCOLATE NESTING BOXES ,310,759.3000000000001,27,18
At Risk,21349,IVY HEART WREATH,87,574.45,21,19
At Risk,21350,GINGHAM HEART WREATH,31,91.45000000000002,6,6
At Risk,21351,CINAMMON & ORANGE WREATH,116,322.2,14,13
At Risk,21352,EUCALYPTUS & PINECONE  WREATH,60,232.2,8,8
At Risk,21353,SILVER SLEIGHBELL  WREATH,5,39.75,1,1
At Risk,21354,TOAST ITS - BEST MUM,531,596.5500000000001,23,20
At Risk,21355,TOAST ITS - I LOVE YOU ,634,732.5,33,26
At Risk,21356,TOAST ITS - FAIRY FLOWER,133,161.45,19,17
At Risk,21357,TOAST ITS - DINOSAUR,220,267.92,24,18
At Risk,21358,TOAST ITS - HAPPY BIRTHDAY,97,114.05,19,15
At Risk,21359,RELAX LARGE WOOD LETTERS,17,271.15,11,9
At Risk,21360,JOY LARGE WOOD LETTERS,29,216.55,11,10
At Risk,21361,LOVE LARGE WOOD LETTERS ,60,765.0,34,28
At Risk,21363,HOME SMALL WOOD LETTERS,122,603.9,46,40
At Risk,21364,PEACE SMALL WOOD LETTERS,42,283.5,19,18
At Risk,21365,MIRRORED WALL ART STARS,28,82.60000000000001,5,4
At Risk,21366,MIRRORED WALL ART PHOTO FRAMES,105,398.25,5,4
At Risk,21367,MIRRORED WALL ART GENTS,3,7.6499999999999995,3,3
At Risk,21368,MIRRORED WALL ART LADIES,1,2.55,1,1
